ZTTime,A01     ,A03     ,A05     ,A07     ,A09     ,A11     ,B02     ,B04     ,B06     ,B08     ,B10     ,B12     ,C01     ,C03     ,C05     ,C07     ,C09     ,C11     ,D02     ,D04     ,D06     ,D08     ,D10     ,D12     ,E01     ,E03     ,E05     ,E07     ,E09     ,E11     ,F02     ,F04     ,F06     ,F08     ,F10     ,F12     ,G01     ,G03     ,G05     ,G07     ,G09     ,G11     ,H02     ,H04     
109.5,3681,7445,5214,8758,17995,7984,29554,5715,6064,5411,64640,4645,16219,23505,20909,8181,22898,18594,17866,21091,18404,17532,26996,17782,29501,17615,29843,15930,24909,28340,12454,26799,29372,30055,37441,31573,24454,30989,33129,40219,303107,175510,161487,346043
110,3673,7400,5009,8614,17319,7574,28977,5722,5851,5388,63122,4493,15832,23323,23179,7878,23505,17881,18139,21190,18670,16864,26055,16909,29759,17615,31019,16279,24476,27558,12143,26549,29554,29843,36735,31991,24378,31748,34040,40318,290761,166402,162102,342780
110.5,3597,7240,4683,8766,16621,7779,27862,5548,5753,5738,60784,4736,15801,22890,22420,7422,22086,17228,17107,20750,18048,17167,26556,16499,28848,17114,29554,15407,24036,27573,12431,28120,28932,29554,36932,30837,24173,31444,33380,40371,288602,164601,162900,332333
111,3506,6990,4561,8705,16537,7544,28067,5388,5335,5654,58392,4235,15247,22700,20811,7680,21600,17023,16887,19680,17873,17236,25106,16507,28507,16833,30898,15444,22807,26624,11156,26017,29372,29501,36143,31247,23983,31642,33145,39984,280073,159535,156641,350141
111.5,3347,7028,4311,8492,16112,7240,25820,5161,5442,5206,56844,4493,14617,21532,18807,7271,21706,16947,16393,18215,17008,16181,24340,15733,27459,16105,29456,14382,22974,25296,10860,26435,28530,30442,35171,30989,23664,31247,31816,40181,274638,156048,154795,333078
112,3104,6777,4220,8713,15983,6990,27019,5168,5267,5313,55447,4470,14602,21114,20044,7331,20218,15331,16887,18405,17190,16181,24469,15376,26951,16272,28955,13934,22101,25547,10731,26253,29144,29038,35133,32112,23831,31300,31695,39263,265289,152736,155889,331124
112.5,3172,6990,4311,8705,15323,6876,25448,4910,5130,5032,53716,4204,13889,20955,19126,7073,20492,15733,16067,17357,17175,16097,23892,14769,26260,15839,31733,13236,21456,25638,10382,24150,28150,31961,35202,31429,23399,30754,30564,40515,272487,149941,149106,316275
113,3324,6534,4220,7893,15376,6724,25349,5449,5350,5449,52866,4068,14018,22283,18959,7020,20127,15611,16378,17577,16735,15665,23543,14496,26313,15315,30184,13767,21607,24560,10595,24120,29008,28765,35217,32120,24393,31156,31110,40280,268352,147359,152151,313218
113.5,3043,6853,4068,7787,15012,6694,23953,4925,5305,5335,52456,4394,13623,21319,18253,7043,19710,15695,15589,17213,16591,15748,23194,14450,25661,15315,28902,13471,20886,24864,9783,23672,28666,27801,34928,31892,24514,30640,31057,40485,258639,144617,146478,300583
114,3005,6610,4091,8811,15080,6436,23604,4888,5396,5130,50619,4129,13570,20469,18480,7013,19103,15308,15422,16758,16507,16249,23376,13949,26511,15490,28067,13342,20560,23733,9980,22989,28826,27983,34974,31088,24583,29668,31034,39141,258152,142293,142649,288670
114.5,3036,6390,3901,8887,14336,6413,22374,4614,5297,5480,50550,4083,12947,19885,18055,6838,19042,14427,15999,16112,15847,15095,22913,13942,26374,14670,26723,13987,19877,23330,9965,21979,27892,28575,34602,30602,24431,28985,29714,38655,249313,139535,136748,284459
115,2983,6223,3825,8242,14215,6041,22025,4690,5305,5070,48228,4015,12318,19573,17911,6512,17972,14238,14056,15740,16112,15133,21683,14010,24719,14329,25501,13380,19702,23217,9213,21410,28393,27960,34154,30541,25547,28461,30071,38170,247702,136497,133907,283752
115.5,2831,6109,3825,7734,13168,5980,21653,4774,5085,5206,47856,3977,12401,18830,18799,6390,19118,14169,14526,15536,15414,14860,22017,13190,24864,15095,27376,13456,18822,23680,9540,20644,27520,27793,34185,30222,25828,29418,30086,38716,247079,135085,135183,277610
116,2975,5958,3817,7650,13312,5753,21577,4538,5502,5123,46254,3916,11855,19141,19702,6466,18420,13911,14959,15870,15725,14921,21311,13023,23680,15095,24833,12697,18587,22199,8986,21175,28074,28552,33266,30177,24788,28477,29919,38139,240216,133505,131796,272669
116.5,2952,5768,4136,7620,13395,5760,23680,4500,5616,5320,45244,3901,11543,18215,19543,6360,18640,14185,14625,15027,15384,15080,21144,12773,23095,16492,24006,12166,18154,21828,9107,20515,28112,27695,32484,29668,24826,29129,29995,37251,234843,132313,131348,265289
117,2793,5662,3719,7278,12796,5700,23232,4432,4925,5275,43172,3946,11384,17782,16803,6117,17387,14321,13934,14268,15763,14420,21084,12644,22382,14822,23179,11756,17699,20917,8523,19854,28735,27118,33122,29995,23588,29539,30002,37775,233377,126465,129654,269340
117.5,2725,5533,3711,7187,12947,5609,22032,4220,4827,4872,42322,3613,11392,17828,17744,6413,18010,13927,13995,14223,14898,14124,19824,12522,21190,15346,22374,11430,18245,20697,8523,19718,28302,27353,33342,29623,23922,29342,30670,38610,227799,122136,125622,259915
118,2747,5487,3681,6717,12872,5533,21311,4493,4888,4865,40667,3430,10618,16613,15877,6132,17327,13691,13615,14033,15353,14139,19406,11665,27171,14693,21903,12211,17160,20689,8379,19247,28165,27748,33129,29099,24196,27626,30359,38048,225451,118923,121521,259779
118.5,2732,5267,3476,6633,12393,5555,23437,3946,4759,4796,38784,3620,10587,16818,15209,6269,17243,13631,13403,13813,15391,13980,18989,12158,25645,13760,21425,12189,16720,19551,8993,18526,28879,26564,32628,28833,23642,28279,30480,38876,220481,115650,119144,283456
119,2504,5199,3726,6694,12515,5108,22647,4554,4789,4834,39551,3408,11080,17038,14913,5920,16598,13092,13183,14344,14906,13851,18883,11384,25661,14549,21410,11308,17054,19710,8417,17888,28704,25972,33213,29251,23535,28636,30146,37949,224227,115696,115544,261876
119.5,2527,5100,3461,6512,11953,5168,20924,3939,4910,5214,37092,3271,10230,17046,14298,5889,16257,13160,12834,13798,14534,12955,18450,11255,24575,13585,19976,11005,16393,18830,8356,17782,28408,25311,33167,29198,23072,29167,30814,38299,211446,112301,115164,265281
120,2429,5221,3468,6459,11027,5130,21410,4098,4743,4736,36682,3408,9722,15923,13410,5510,15999,12128,12743,13653,13843,12811,19482,11422,23847,14739,20014,10754,16302,19482,8386,17372,28325,24985,33623,29699,23748,29524,30025,37623,207738,109476,110251,262750
120.5,2520,4948,3650,6345,10936,5631,20575,3833,4774,4895,35961,3279,9631,15391,13494,5829,16097,12447,12393,13198,13190,12515,17919,10967,24234,13562,21501,10777,15816,18458,8121,17160,28385,25471,33175,29630,23156,29532,30898,39202,203863,106370,109833,262097
121,2482,4827,3658,6231,10853,5070,20272,3802,4440,4516,35194,3241,10139,15186,12796,5381,15452,11877,12371,13092,14769,12242,17995,10913,24590,13183,19376,10792,15528,18002,8690,17312,28340,25190,33691,29137,24006,28985,30738,39999,200064,106036,108322,260189
121.5,2489,4728,3370,6155,10534,4895,19384,3817,4265,4690,33699,3180,9494,14587,12447,5320,14989,12242,11991,12447,12894,11991,17395,10784,24036,12515,18564,10557,15725,18670,8280,16249,27839,25220,33585,29494,22495,28499,31118,39179,195848,105064,106917,255781
122,2360,4705,3188,6443,10147,4614,20203,4280,5313,4812,33820,2952,9714,13873,12902,5199,14769,11559,12287,12507,12841,11642,17183,10549,23224,12697,17949,10261,15627,17873,7931,16234,28074,24264,32879,29342,22556,28287,30799,44971,192391,100258,103933,255241
122.5,2626,4781,3225,6641,10443,4713,18571,4091,4538,4675,33592,3119,9472,14018,12940,5745,14723,11316,11619,12120,12788,11771,17835,10230,20818,12910,18253,10367,15619,18420,7954,15771,29759,25106,32127,29456,22458,28279,30435,43597,191054,98921,107912,250377
123,2330,4599,3279,6155,9881,4463,17759,3673,4425,5054,32644,3089,9289,13661,12204,5639,14359,11748,11505,12226,12416,11718,16689,10033,20689,12204,18146,10147,15680,17782,7961,16014,30070,25053,32735,29554,22192,28173,30465,39627,191259,97258,102589,237518
123.5,2338,4470,3028,6079,9722,4705,17258,3681,4045,5282,33152,2960,8682,12985,11635,6170,14230,11263,11657,11726,12560,11900,16985,9798,19809,12204,18746,9578,15551,16932,12887,14860,29023,24241,32871,29501,21554,27558,29706,38830,187088,95261,100660,234349
124,2269,4531,3438,6542,12743,5411,16894,4698,4508,4379,31118,3059,8394,14541,11445,5373,14503,10549,12606,11748,12424,11733,16105,9730,19027,12811,18245,9692,15224,16704,12424,15566,29585,24818,31976,29516,22534,28218,29243,39938,183479,94692,97843,225192
124.5,2338,4326,3021,5912,10671,4167,16401,3590,4151,4235,30776,3104,8310,13517,11027,5829,13539,10701,11217,11430,11855,11597,16424,10033,17691,12242,17160,9585,15308,16241,12075,14997,29129,24552,32401,29220,21456,28112,29099,39506,177295,92186,96195,228825
125,2360,4425,3119,5753,9745,4349,15938,3286,4371,4371,31095,2990,8735,12378,11263,5457,13699,10481,11012,11445,11877,10929,15961,9866,17608,11794,16750,10405,15247,16378,11270,14913,28727,23953,31285,29015,21296,27862,29349,38314,176102,90105,95747,227320
125.5,2262,4098,2846,5533,9502,4113,15999,3225,4144,4220,29904,2846,7938,12158,13889,5646,12947,10359,10504,10822,12082,11369,15513,9525,16871,11688,16560,9919,14792,15870,11118,14678,28287,24522,32325,30344,21577,28112,28848,38891,181747,89042,96856,220519
126,2178,4311,2914,5381,9145,4144,14951,3317,4053,4189,29699,2725,8143,11741,12644,5449,12765,10640,9927,11134,11255,10648,15687,10762,16332,11642,16264,9365,15240,15558,10230,14875,28181,24385,31293,29061,21866,31361,29175,38283,173854,87691,92513,214957
126.5,2148,4197,2884,5153,8857,3909,14807,3286,4083,4303,28697,2816,7885,12196,12272,5206,12674,10162,10026,10807,11627,10967,15376,10192,15953,11392,15604,9320,14799,14966,10215,15095,28378,24499,31482,28385,21585,29296,29137,37251,168080,86066,93393,208703
127,2315,4129,2990,5153,8705,3954,14617,3347,4523,3817,28036,2671,7794,11232,12226,5457,13357,9843,9972,10974,11718,10951,15460,10314,16006,12720,15528,9138,14974,15217,9532,14420,28347,25122,31642,28089,21645,28165,29501,38853,164601,84851,89415,202769
127.5,2042,3909,2899,4941,8606,3863,13858,3294,4432,3863,26700,2687,7392,10580,12462,5426,12386,9608,9919,10633,11437,10671,14959,10003,14921,12485,15384,9919,14754,14109,9001,14382,27968,23930,31763,28704,20735,27224,29820,37350,159497,84510,87288,200794
128,2011,4091,2990,5161,8804,3757,14169,3210,4121,3863,26450,2580,7976,10822,14261,5571,13236,9585,9570,10268,11483,10451,15285,9525,15596,11179,14837,9198,15429,14139,8857,14556,28560,24317,31983,27588,20689,28044,28469,38124,155790,84008,87418,197557
128.5,1988,3848,2778,4819,8470,4022,13577,2967,4060,3886,25509,2596,7400,10663,13213,5335,12173,9760,9441,10155,10898,10253,15141,9380,14913,11376,13714,8462,14799,13835,9342,14450,28127,24363,31672,28507,19831,27771,28598,38124,150359,80683,84593,193409
129,1913,3802,2740,5108,8159,3871,14116,3203,4174,3795,25395,2649,7589,10974,12401,5517,12978,9965,9456,9752,11141,11346,15536,9107,15338,10891,14534,8690,14852,13995,9692,14556,29076,24788,31824,28810,20044,28036,28196,37714,146789,79536,85967,187810
129.5,1867,3757,2603,5108,7992,3757,13456,2983,4189,3597,24287,2527,6944,10238,13410,5229,12409,10101,9122,9760,10557,9957,15035,8713,17069,10739,14139,8030,14465,14230,8159,14200,28416,23816,32621,28545,20962,27672,28401,38397,147161,77236,79529,180167
130,1723,3696,2527,4789,8090,3514,13471,2869,4083,3658,24621,2482,6656,10056,12469,4986,11832,9775,8682,9396,10777,10898,14579,9077,15604,10473,13243,8576,14306,13767,8401,13342,28325,23467,31133,27664,20530,27346,27991,36781,143690,74009,79271,174598
130.5,1867,3650,2565,4629,7969,3620,13691,2816,4303,3696,23824,2353,6633,10162,12151,5130,11809,9426,8857,9540,10451,10162,13980,8743,15619,10481,13486,8052,13972,13092,8386,13615,28218,23945,31490,27399,20886,28188,28112,37600,142558,73986,78481,172988
131,1897,3324,2504,4379,7521,3628,13570,2717,4106,3575,23209,2580,7066,10063,12219,5305,11308,9062,8143,9464,10026,9752,13965,7984,14329,9950,13221,7764,14321,13016,7954,13001,30951,23854,31270,27558,20249,27619,28059,37046,139809,72012,75968,168240
131.5,1753,3195,2436,4387,7635,3559,13061,2618,4015,3514,22822,2421,6975,9767,11817,4941,12856,9176,8492,9221,10094,10132,14063,7771,13760,9972,14412,7923,13615,13380,7756,12841,29304,23459,31019,27619,19915,27854,27141,36484,135009,70236,74639,168263
132,1829,3476,2580,4508,7225,3438,13084,2573,4235,3552,22442,2300,7005,9631,12576,4819,13175,8887,8242,9168,10246,10284,13600,8227,13669,10420,14018,7923,13547,12894,7529,12864,29129,24143,31126,28947,20499,28067,27740,36925,133786,69955,75474,163637
132.5,1723,3089,2292,4311,7491,3468,12553,2520,3946,3673,21570,2383,7187,9092,12022,4508,11619,9532,8022,8758,9479,9426,13130,7582,13023,9669,13319,7787,13486,12454,7498,13046,28272,24545,30814,28977,20234,26921,29441,35923,129601,68292,73789,166607
133,2429,3248,2330,4387,7096,3423,12431,2633,3886,3544,20970,2284,6663,9342,12333,4713,11134,8470,8166,8720,9623,9327,13107,7954,13122,10124,13524,7809,13418,12674,7574,12469,28044,24469,30473,27604,20264,27186,27156,35923,125728,68452,73607,166432
133.5,1776,3096,2307,4425,6982,3225,12082,2558,4113,3408,22829,2315,6390,9282,11968,4341,11209,8842,8690,8667,9608,9388,13099,8159,12234,9745,13691,8811,13410,12659,7475,12211,28431,23907,30534,28135,20439,27391,27019,35703,126571,66531,72005,161662
134,1768,3096,2102,4364,7035,3127,12204,2580,4129,3392,21403,2216,6352,8963,11043,4402,11141,8477,8659,8401,9213,9714,13744,7946,12371,9509,12887,7809,12993,12705,7483,11908,27786,24150,30867,29752,19991,27475,26291,35596,125622,64959,70213,156496
134.5,1723,3225,2239,4258,6732,3134,13137,2504,3886,3514,22048,2178,6785,8955,11339,4280,11065,8508,8978,8500,9213,9084,13001,7521,12469,8978,12173,7483,12872,11999,7164,11893,28803,23953,31080,29198,20021,27148,25843,36257,125143,65908,68019,153526
135,1905,2967,2216,4182,6519,3165,13122,2474,4060,3787,20932,2163,6724,9540,11012,4250,10876,8379,8682,7878,8697,9138,12849,7749,12022,9176,12211,7589,12735,11635,6625,11900,27687,23801,31923,28742,19672,26700,26442,36158,123829,64276,68193,149166
135.5,1875,3112,2246,4265,6663,2967,13744,2429,3939,3749,20909,2322,6322,8621,11065,4265,10564,8561,8675,8128,8758,9206,12727,8007,12181,8265,11710,7377,12401,11650,6755,11376,27771,23619,31634,28932,20985,26761,25797,36067,120754,62963,68778,147040
136,1692,3142,2148,4296,6580,2967,13433,2474,4189,3719,20446,2292,6185,9289,10891,4235,10329,8151,8477,8166,9297,9213,12234,7605,11589,13646,11832,6884,12287,11187,6815,11323,27292,24810,32727,28606,19839,27125,26344,36970,118665,62811,67381,147450
136.5,1753,3074,2110,4045,6231,2785,12242,2307,4356,3658,19976,2064,5851,8432,10640,4159,9866,8242,8098,8568,8773,8720,12386,7718,10974,13198,12151,7005,12485,11187,6724,11263,27080,24059,31839,27922,20590,27057,26131,35460,113577,61179,67639,140553
137,1799,3499,2079,3901,6208,2626,11756,2474,4091,3764,20203,1996,5897,8272,10261,3931,10162,8295,8136,7688,8834,8561,12340,7582,11012,12469,11240,7362,11635,11156,6534,11035,25949,24218,31126,28370,20469,26700,25349,35285,111238,61103,66721,142900
137.5,1617,3271,2072,4007,7013,2679,11301,2269,3825,3582,19361,1943,5677,7809,10435,3802,9714,8227,8030,7513,8690,8606,12879,7498,10792,10845,10868,6891,11058,11301,6466,10709,26078,24112,31611,28272,20241,25972,25607,35672,108314,60260,63206,143044
138,1533,3066,2110,4167,6345,2717,11543,2254,3848,3567,19581,1996,5624,7984,11156,3719,9881,8113,8151,7764,8401,8584,12469,7506,10223,10155,10747,6451,11612,11164,6474,10549,25903,23778,31513,28036,19991,26503,25342,35073,107137,58066,62727,138328
138.5,1677,3233,2140,4053,6383,2785,11134,2300,3969,3871,19179,1958,5426,8007,10640,3863,10033,8584,9456,7665,8485,8257,10997,7422,11111,9623,11255,6679,11536,11430,6937,10481,25532,23717,30981,28264,20127,27543,26017,35384,107828,58871,62879,143568
139,1594,2990,2102,4007,6140,2527,10693,2330,3681,3924,17972,2019,5290,7665,11270,4379,9623,8386,9251,7460,8219,8500,11035,7369,10534,9623,11194,6686,11635,10496,6322,10747,25623,24188,33630,27604,19642,26442,25607,35247,107707,56328,62226,138237
139.5,1412,2937,2110,3871,5889,2664,10868,2148,3939,3901,17714,2042,5191,7847,11035,4235,9593,7976,9684,7680,8075,7582,10815,7088,10397,9418,11301,6648,11050,10929,6254,10056,25979,23330,31186,27755,23877,26814,26032,34154,104571,55591,62097,138525
140,1480,3104,2079,3840,5722,2626,10230,2208,3787,3643,16871,1913,5146,7847,11020,3969,9198,8265,9138,7582,8295,8136,11316,7255,10428,9001,11726,6276,10488,10655,6580,9783,25349,23520,31566,26996,20310,26139,25228,34314,101867,54005,59030,141571
140.5,1488,2808,1958,3734,5502,2679,9897,2330,3635,3491,16644,1996,4933,7696,10215,4098,9016,8326,8318,7369,8113,8098,10974,7164,10177,9259,11414,6542,10488,10177,6466,9768,26306,23133,30647,27133,19361,26222,24902,33714,100410,53253,59470,133877
141,1503,3271,1920,3893,5586,2444,10192,2201,3704,3377,17509,1897,4925,7339,10314,3711,9297,8288,8181,7582,7870,7620,11468,7142,9722,8508,11414,6474,11551,10807,6436,9669,27277,23148,30427,26382,19581,26708,25220,33790,99946,53101,59023,132632
141.5,1495,2899,1981,3840,5366,2558,10322,2284,3696,3339,16978,1859,4994,7073,10610,3476,9039,8272,7946,7157,7620,7954,11331,7316,9563,8242,11293,6003,10807,10352,6595,9176,26101,23475,30093,26594,19088,26146,25061,34382,97623,52236,58043,130133
142,1541,2899,1852,3567,5426,2391,10967,2277,3969,3529,17008,1890,4842,7020,10428,3385,9327,8379,7635,7073,7961,7605,11399,7172,9889,8288,11316,6155,10898,10094,6163,9320,25767,24272,30184,26420,19664,26594,25767,33570,97813,51553,57178,127444
142.5,1442,2952,1829,3476,5290,2535,11065,2087,3916,3301,17471,1806,4721,7013,10481,3317,8978,8530,7263,7164,7718,7840,11505,7066,9563,8288,11172,6345,11187,9980,5935,9289,26336,23399,30329,26837,19513,25623,25205,33425,95869,51727,57633,124984
143,1427,2785,1791,3332,5146,2353,14473,2019,3688,3157,16871,1776,4576,6534,10413,3301,8637,8067,6952,7119,7650,7794,11316,7104,9373,8022,10610,6436,11422,10086,5980,9297,26237,23930,30693,26549,19338,25152,25198,33372,95709,50642,56145,122333
143.5,1488,2717,1829,3218,5199,2300,12940,2011,3704,3127,17964,1715,4675,6557,10435,3210,8659,8439,6921,7142,7696,7460,11824,6625,9631,7938,10337,6565,10701,9532,5844,9327,25873,22943,30306,26177,19513,25046,25137,32241,89862,50938,56047,121164
144,1465,2611,1859,3362,4910,2254,12295,2087,3446,2876,16689,1746,4379,6330,10526,3051,8439,8341,6884,7043,8272,7286,12272,6717,9077,7696,10147,6527,10481,9707,5730,8993,25858,22678,30480,25919,19004,25205,25456,32666,89392,49662,54938,117587
144.5,1313,2618,1958,3362,5350,2277,11657,2026,3688,3112,16894,1715,4652,6246,10557,3134,8546,8090,6853,6914,7847,7354,12477,6686,9373,7680,9859,6785,10709,9783,5495,8986,24970,22169,29995,25676,18951,25357,25243,32378,86886,48964,55386,117465
145,1252,2732,1761,3453,5206,2201,11642,2064,3764,3059,16203,1708,4629,6337,9790,3180,8470,8067,6641,7013,8067,7635,13175,6717,9145,7362,9745,6648,10640,9213,5669,8955,26890,23459,29524,25911,19687,24727,25828,32856,87539,48425,57573,116364
145.5,1389,2512,1753,3392,4857,2315,11050,2026,3650,3051,15657,1738,4500,5829,9320,2990,8447,7938,6466,6891,7756,7180,13653,6823,8963,6982,10033,7096,10344,9593,5487,8713,25941,22974,30799,25440,19239,24689,24894,32294,86901,48023,56236,112127
146,1305,2763,1768,3142,4736,2224,10913,2057,3385,2785,15520,1632,4394,5889,9669,3013,8955,8196,6436,6595,7445,6914,14382,6755,8485,6921,9874,6830,10299,9122,5495,8933,26101,23520,29365,25752,19459,24879,24833,32325,87099,46398,56905,113228
146.5,1465,2436,1639,3036,4690,2004,11043,2057,3575,2884,15376,1746,4250,5616,9267,2907,8083,8014,6838,6504,7665,6997,14094,6679,8105,6884,9730,6603,13319,9160,5426,8940,25395,23437,29334,25273,18313,24317,24993,32044,86977,46277,54862,114617
147,1275,2436,1617,2937,4554,2042,10367,2004,3377,2929,15596,1662,4455,5730,11149,2778,8462,8075,6034,6466,7642,6785,13790,6724,8060,6633,9646,6701,13274,9054,5290,8417,24879,22412,29190,25213,19034,24461,24378,31566,86005,46649,54080,110069
147.5,1321,2512,1503,3059,4683,1981,10633,2042,3567,2838,15232,2019,4538,5548,9555,3233,7969,7976,5980,6367,7126,7164,13388,6686,8227,6588,9593,6512,14648,9206,5297,8652,25023,22480,29380,25911,18761,24962,25281,31786,86856,45077,53822,108140
148,1374,2565,1624,3096,4728,2110,10033,2102,3408,2778,15232,1814,4463,5586,9904,2907,8735,8052,6405,6557,8189,6694,13395,6580,7984,6519,9608,6216,13965,8917,5335,8530,25008,22283,29289,25167,19452,24287,24105,31406,85261,46740,53617,110236
148.5,1343,2421,1776,3051,4614,2034,9859,2208,3499,2876,14959,1867,4546,6155,9130,2975,8470,7665,6094,6648,7164,7050,13145,6777,7832,6572,9676,6618,12940,9274,5533,8424,24241,22397,29167,24848,18473,23968,24120,31384,82983,46208,52403,108876
149,1336,2520,1654,2937,4516,2216,9601,2300,3241,2823,14534,1768,4432,5313,8811,2740,8470,7741,6276,6512,7362,6610,12834,6436,7787,6178,10177,6094,12576,9176,5434,8037,24401,22526,28848,24234,18435,23900,25152,31399,82186,43126,52221,111990
149.5,1199,2322,1670,3005,4447,2004,9403,2239,3188,2808,14579,1768,4394,5214,8986,2694,8356,7741,6178,6451,6990,6709,12409,6421,7673,6284,9327,6018,11817,8872,5404,8052,24423,22981,28947,24659,18632,23634,24719,30587,82330,43301,49511,107775
150,1283,2467,1601,3089,4326,2262,9153,2360,2861,2596,14928,1753,4409,5601,8849,2709,8128,7498,5806,6421,7073,6633,11847,6352,7901,6041,9616,5920,10997,8280,5320,7938,23839,22245,28651,24355,18313,23520,24180,31680,83917,42542,50201,106120
150.5,1245,2429,1609,2937,4311,2019,9130,2315,2937,2649,14253,1647,4318,5381,8500,2740,7863,7946,5859,6489,6906,6701,12264,6436,8090,6125,9153,6140,10792,8447,5396,8075,25372,22647,28841,24143,18632,23649,24735,31270,81875,43088,50300,108702
151,1275,2398,1563,2816,4242,1966,8766,1988,2861,2747,14056,1821,4265,5161,8326,2573,7794,7931,5783,6428,6785,6519,11756,6443,7946,5859,8788,6117,10868,8599,5267,7840,25015,22017,28484,24788,18458,23626,24560,31710,81996,41722,49465,106834
151.5,1305,2383,1548,2808,4136,1897,9851,2444,3438,3294,13782,1738,4334,5130,9001,2580,7961,7908,5859,6276,6777,6709,11953,6337,8394,5783,8864,6982,10413,8637,5335,7650,24993,21706,28507,25046,19475,23027,24507,31034,79354,40788,50012,104449
152,1207,2292,1488,2671,4265,1958,9039,1966,2800,2641,14268,1814,4258,5176,7840,2588,8045,7506,5480,6231,6588,6512,10967,6504,8272,5586,8621,7119,9995,8728,5108,7794,24932,21668,28552,24803,19103,23330,24203,31460,80721,39786,49078,102999
152.5,1290,2444,1541,2596,4106,1852,9069,1950,2763,2512,14063,1677,4250,5335,7650,2664,7938,7301,5905,6405,6663,6360,10898,6352,7984,5950,8963,6853,9517,8318,5601,7680,24962,21296,28742,24955,18040,23809,24590,30814,79073,40690,48349,101913
153,1207,2292,1586,3726,4447,1950,8629,2079,2990,3339,13228,1594,4705,5950,7589,2679,7756,7225,5631,6087,6527,7855,11209,6459,7756,5244,8561,6565,9638,8500,4963,7475,24484,22116,28135,25402,17706,23050,24272,30602,81176,40470,47711,99339
153.5,1229,2246,1525,2603,4030,1905,8811,2026,2914,2649,13342,1708,4083,5138,7756,2489,7734,6876,5533,6284,6519,6466,11126,6125,8045,5305,8379,6443,9145,8295,5024,7574,24363,21471,27839,25228,17850,23133,24621,30693,77312,39915,47704,99491
154,1237,2307,1624,2732,3992,1943,8356,1943,2937,2444,12985,1632,4705,5199,7476,2732,7650,6808,5373,5942,6671,6337,11103,6261,7483,5199,8530,6481,8826,7999,5115,7475,24279,21843,27664,24742,17683,23019,24947,31156,75269,39855,48068,100554
154.5,1207,2178,1480,2596,3992,1943,8508,1723,2960,2558,13008,1556,4675,5434,7066,2474,7620,6701,5161,5813,6421,6155,11058,6155,7050,5138,8652,6390,8728,8257,5100,7673,24370,21069,28234,24476,17524,22928,24545,30404,76742,38359,47408,99301
155,1184,2338,1412,3210,3954,1890,8128,1905,2709,2565,14018,1571,4850,5252,7157,2467,7483,6997,5464,5965,6656,6064,11111,6299,6921,4941,8219,6185,8523,8166,5017,7491,24135,21759,28173,23922,17775,22860,24416,30761,78777,37927,47567,99506
155.5,1146,2201,1472,2922,4015,1791,7855,1746,2755,2542,13448,1571,4667,5563,6975,2254,7688,6906,5259,6056,6413,5525,10678,6405,6884,4880,8060,6140,8682,8007,5047,7309,24059,21843,27869,23710,17699,23368,24545,30230,79233,37137,46254,97220
156,1131,2284,1404,2929,4113,1859,7696,1897,2664,2459,13365,1601,4963,5047,7088,2224,7202,7020,5745,5942,6140,5760,10633,6269,7096,4979,8371,6337,8439,7863,5039,7126,23717,22245,28006,24461,18025,23050,24294,30389,77456,36181,49882,98071
156.5,1260,2140,1457,2800,3909,1973,7817,1692,2641,2497,13054,1541,4599,5669,7088,2178,7043,6808,5221,5571,6155,5760,10534,6003,6884,4728,8045,6193,8159,8098,4910,7088,23103,21334,26845,24302,17623,22685,23809,29774,79142,36105,45457,95474
157,1245,2277,1488,2831,4083,1943,7384,1746,2899,2421,13289,1632,4721,5426,7278,2133,7362,6739,5593,5616,5965,5533,10200,6094,6459,4652,7984,5905,7931,7635,4865,6906,22693,21547,26883,24947,17729,22336,23695,30025,77615,35710,44174,96575
157.5,1192,2110,1396,2747,4022,1905,7506,1837,2785,2504,13995,1541,4356,5161,7111,2284,6891,6633,5396,5760,5927,5449,9251,5905,6519,4683,8075,5851,7847,7582,4948,7513,23611,22116,26928,25114,16993,23399,23930,29919,75687,34367,44144,96810
158,1207,2224,1396,2983,4151,1966,8257,1738,2565,2383,12280,1442,4265,5108,7453,2201,6959,6967,5358,5715,5980,5259,9084,5646,6421,4759,8037,5472,7362,7582,4850,7240,22951,21630,26594,24719,17258,22708,23998,29494,76742,34048,42921,94813
158.5,1199,2186,1488,2975,4151,2011,7931,1783,2816,2489,12363,1556,4250,4979,7088,2315,6830,7005,5662,5426,5874,5358,8826,5548,6360,4463,7901,5578,7620,7544,4781,7521,23095,22010,25820,24871,18184,23217,23520,28810,79650,34443,41692,93484
159,1298,2429,1480,2725,3924,1950,7271,1746,2611,2284,12705,1434,4273,4819,6937,2300,6777,6982,5146,5426,5745,5153,9122,5616,6504,4554,7794,5350,7460,7157,4819,7802,23080,22184,26442,24370,16735,22625,23277,29805,76887,34048,40599,94942
159.5,1138,2360,1419,2778,4129,2102,7255,1867,2687,2315,12985,1525,4523,5199,6975,2178,6663,6815,5092,5517,5692,5411,9335,5730,6671,4379,8447,5168,7255,7210,4918,8113,23330,22458,26989,24044,16431,22526,23300,29456,76871,34556,41031,93735
160,1131,2459,1457,2656,4220,1981,7142,1609,2679,2277,13373,1419,4265,4865,6428,2208,6641,6542,4888,5669,5601,5350,9418,5593,6481,4250,8265,4781,7088,7536,4705,8098,22306,22116,26571,24196,16704,22662,22852,28545,75125,33501,39354,91032
